,targetName,run,blockNum,discreteWorld,perfect,x,y,w,h
10,hand_selected_004,0,10,"[[False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [ True  True False False False False False False False False False False
  False]
 [ True  True  True  True False False False False False False False False
  False]
 [ True  True  True  True  True  True  True  True False False False False
  False]
 [ True  True  True  True  True  True  True  True False False False False
  False]
 [False False  True  True  True  True  True  True False False False False
  False]
 [ True  True  True  True  True  True  True  True False False False False
  False]
 [False False  True  True  True  True  True False False False False False
  False]
 [False False False False  True  True  True False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]]",False,5,0,1,2
11,hand_selected_004,0,11,"[[False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [ True  True False False False False False False False False False False
  False]
 [ True  True  True  True False False False False False False False False
  False]
 [ True  True  True  True  True  True  True  True False False False False
  False]
 [ True  True  True  True  True  True  True  True False False False False
  False]
 [False False  True  True  True  True  True  True False False False False
  False]
 [ True  True  True  True  True  True  True  True False False False False
  False]
 [ True  True  True  True  True  True  True False False False False False
  False]
 [False False False False  True  True  True False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]]",False,11,0,1,2
12,hand_selected_004,0,12,"[[False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [ True  True False False False False False False False False False False
  False]
 [ True  True  True  True False False False False False False False False
  False]
 [ True  True  True  True  True  True  True  True False False False False
  False]
 [ True  True  True  True  True  True  True  True False False False False
  False]
 [False False  True  True  True  True  True  True False False False False
  False]
 [ True  True  True  True  True  True  True  True False False False False
  False]
 [ True  True  True  True  True  True  True  True False False False False
  False]
 [False False False False  True  True  True  True False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]]",False,11,7,2,1
13,hand_selected_004,1,0,"[[False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [ True  True False False False False False False False False False False
  False]
 [ True  True False False False False False False False False False False
  False]
 [ True  True False False False False False False False False False False
  False]
 [ True  True False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]]",False,5,0,4,2
14,hand_selected_004,1,1,"[[False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [ True  True False False False False False False False False False False
  False]
 [ True  True  True False False False False False False False False False
  False]
 [ True  True  True False False False False False False False False False
  False]
 [ True  True False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]]",False,6,2,2,1
15,hand_selected_004,1,2,"[[False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [ True  True False False False False False False False False False False
  False]
 [ True  True  True  True  True False False False False False False False
  False]
 [ True  True  True False False False False False False False False False
  False]
 [ True  True False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]]",False,6,3,1,2
16,hand_selected_004,1,3,"[[False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [ True  True False False False False False False False False False False
  False]
 [ True  True  True  True  True False False False False False False False
  False]
 [ True  True  True False False False False False False False False False
  False]
 [ True  True False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [ True False False False False False False False False False False False
  False]
 [ True False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]]",False,10,0,2,1
17,hand_selected_004,1,4,"[[False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [ True  True False False False False False False False False False False
  False]
 [ True  True  True  True  True False False False False False False False
  False]
 [ True  True  True False False False False False False False False False
  False]
 [ True  True False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [ True  True False False False False False False False False False False
  False]
 [ True  True False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]]",False,10,1,2,1
18,hand_selected_004,1,5,"[[False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [ True  True False False False False False False False False False False
  False]
 [ True  True  True  True  True False False False False False False False
  False]
 [ True  True  True False False False False False False False False False
  False]
 [ True  True False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [ True  True  True  True False False False False False False False False
  False]
 [ True  True  True  True False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]]",False,10,2,2,2
19,hand_selected_004,1,6,"[[False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [ True  True False False False False False False False False False False
  False]
 [ True  True  True  True  True False False False False False False False
  False]
 [ True  True  True False False False False False False False False False
  False]
 [ True  True False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [ True  True  True  True  True  True False False False False False False
  False]
 [ True  True  True  True False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]]",False,10,4,1,2
20,hand_selected_004,1,7,"[[False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [ True  True False False False False False False False False False False
  False]
 [ True  True  True  True  True False False False False False False False
  False]
 [ True  True  True False False False False False False False False False
  False]
 [ True  True False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [ True  True  True  True  True  True False False False False False False
  False]
 [ True  True  True  True  True  True False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]]",False,11,4,1,2
21,hand_selected_004,1,8,"[[False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [ True  True False False False False False False False False False False
  False]
 [ True  True  True  True  True False False False False False False False
  False]
 [ True  True  True False False False False False False False False False
  False]
 [ True  True False False False False False False False False False False
  False]
 [False False False False False False  True  True False False False False
  False]
 [ True  True  True  True  True  True  True  True False False False False
  False]
 [ True  True  True  True  True  True  True  True False False False False
  False]
 [False False False False False False  True  True False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]]",False,9,6,4,2
22,hand_selected_004,1,9,"[[False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [ True  True False False False False False False False False False False
  False]
 [ True  True  True  True  True False False False False False False False
  False]
 [ True  True  True False False False False False False False False False
  False]
 [ True  True  True  True False False False False False False False False
  False]
 [False False False False False False  True  True False False False False
  False]
 [ True  True  True  True  True  True  True  True False False False False
  False]
 [ True  True  True  True  True  True  True  True False False False False
  False]
 [False False False False False False  True  True False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]]",False,8,2,1,2
23,hand_selected_004,1,10,"[[False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [ True  True False False False False False False False False False False
  False]
 [ True  True  True  True  True False False False False False False False
  False]
 [ True  True  True False False False False False False False False False
  False]
 [ True  True  True  True  True  True False False False False False False
  False]
 [False False False False False False  True  True False False False False
  False]
 [ True  True  True  True  True  True  True  True False False False False
  False]
 [ True  True  True  True  True  True  True  True False False False False
  False]
 [False False False False False False  True  True False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]]",False,8,4,1,2
24,hand_selected_004,1,11,"[[False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [ True  True False False False False False False False False False False
  False]
 [ True  True  True  True  True False False False False False False False
  False]
 [ True  True  True False False False False False False False False False
  False]
 [ True  True  True  True  True  True  True  True False False False False
  False]
 [False False False False False False  True  True False False False False
  False]
 [ True  True  True  True  True  True  True  True False False False False
  False]
 [ True  True  True  True  True  True  True  True False False False False
  False]
 [False False False False False False  True  True False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]]",False,8,6,1,2
25,hand_selected_004,1,12,"[[False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [ True  True False False False False False False False False False False
  False]
 [ True  True  True  True  True False False False False False False False
  False]
 [ True  True  True  True  True False False False False False False False
  False]
 [ True  True  True  True  True  True  True  True False False False False
  False]
 [False False False False False False  True  True False False False False
  False]
 [ True  True  True  True  True  True  True  True False False False False
  False]
 [ True  True  True  True  True  True  True  True False False False False
  False]
 [False False False False False False  True  True False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]]",False,7,3,1,2
26,hand_selected_004,1,13,"[[False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [ True  True False False False False False False False False False False
  False]
 [ True  True  True  True  True False False False False False False False
  False]
 [ True  True  True  True  True  True  True False False False False False
  False]
 [ True  True  True  True  True  True  True  True False False False False
  False]
 [False False False False False False  True  True False False False False
  False]
 [ True  True  True  True  True  True  True  True False False False False
  False]
 [ True  True  True  True  True  True  True  True False False False False
  False]
 [False False False False False False  True  True False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]]",False,7,5,1,2
27,hand_selected_004,2,0,"[[False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [ True  True False False False False False False False False False False
  False]
 [ True  True False False False False False False False False False False
  False]
 [ True  True False False False False False False False False False False
  False]
 [ True  True False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]]",False,5,0,4,2
28,hand_selected_004,2,1,"[[False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [ True  True False False False False False False False False False False
  False]
 [ True  True False False False False False False False False False False
  False]
 [ True  True False False False False False False False False False False
  False]
 [ True  True False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [ True  True  True  True False False False False False False False False
  False]
 [ True  True  True  True False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]]",False,10,0,2,4
29,hand_selected_004,2,2,"[[False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [ True  True False False False False False False False False False False
  False]
 [ True  True False False False False False False False False False False
  False]
 [ True  True  True  True  True  True False False False False False False
  False]
 [ True  True  True  True  True  True False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [ True  True  True  True False False False False False False False False
  False]
 [ True  True  True  True False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]
 [False False False False False False False False False False False False
  False]]",False,7,2,2,4
